Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2023-10-13,13:05,Pool Swim,146,160,245,34,,30:01,1000,2.5,0.0,56.5,28,29,,,,,
2023-10-16,12:59,Run,143,154,409,86,724,46:27,8101,2.9,0.4,70.4,30,31,29.1,196,200,49,
2023-10-17,12:58,Run,139,160,481,62,913,54:48,9081,3.0,0.0,75.6,28,30,,214,223,74,
2023-10-18,07:18,Run,143,161,437,53,602,46:58,8739,3.2,0.0,87.8,26,27,31.7,211,218,46,
2023-10-18,13:02,Run,148,161,433,51,668,44:39,8781,3.3,0.3,104.5,24,26,,250,258,46,
2023-10-19,13:01,Run,126,152,248,33,366,29:16,5379,2.5,0.0,47.1,25,26,29.8,209,212,14,
2023-10-20,13:07,Pool Swim,147,157,260,35,,30:58,1000,2.5,0.0,57.7,27,29,,,,,
2023-10-24,13:06,Pool Swim,140,162,201,28,,24:43,700,2.2,0.1,34.7,,,,,,,
2023-10-25,13:01,Run,143,156,219,27,390,23:25,4148,2.6,0.0,53.5,,,,229,233,17,
2023-10-26,13:05,Pool Swim,152,161,220,26,,24:34,1000,2.7,0.0,57.1,,,,,,,
2023-10-27,12:56,Run,109,139,70,35,121,12:11,1183,0.9,0.0,10.5,,,,119,179,6,
2023-10-29,09:00,Run,171,220,1908,260,1973,3:49:03,26838,5.0,3.6,584.3,25,28,,139,176,1105,
2023-10-30,13:06,Pool Swim,142,155,200,27,,25:36,1000,2.2,0.0,35.3,29,29,,,,,
2023-10-31,13:07,Pool Swim,133,162,168,27,,24:03,700,2.0,0.3,27.8,28,29,,,,,
2023-11-01,13:04,Run,130,144,113,59,218,13:07,2148,2.0,0.0,25.3,31,32,,206,211,6,
2023-11-02,13:02,Run,146,165,328,38,554,35:32,6535,3.2,0.0,91.9,28,30,,242,245,35,
2023-11-03,12:59,Run,147,196,231,30,381,39:46,4312,2.8,1.4,81.5,30,32,,194,223,5,
2023-11-06,12:59,Run,160,178,424,47,689,41:33,8006,3.4,0.0,117.0,31,32,32.3,243,254,51,
2023-11-07,12:59,Run,143,155,253,30,384,26:34,5125,2.8,0.0,63.1,27,27,28.5,219,221,22,
2023-11-08,13:00,Run,141,158,412,53,569,46:42,8063,2.8,0.0,64.8,26,27,,198,202,44,
2023-11-09,07:18,Run,147,167,924,103,1195,1:32:31,18006,4.2,0.0,189.8,25,26,26.1,219,225,81,
2023-11-09,12:58,Run,142,155,357,44,530,38:41,7009,2.9,0.0,67.6,26,27,,229,232,42,
2023-11-13,12:56,Run,145,160,389,47,508,41:01,8047,3.1,0.0,84.0,,,26.0,205,209,40,
2023-11-14,13:00,Run,152,171,433,49,528,42:55,8810,3.5,0.3,123.8,,,30.4,204,210,49,
2023-11-15,13:01,Run,132,146,261,34,368,30:55,5297,2.4,0.0,45.4,,,34.0,186,186,25,
2023-11-16,07:07,Run,149,161,416,49,494,42:30,8020,3.1,0.0,83.6,,,28.6,194,197,45,
2023-11-16,13:00,Run,168,194,471,47,537,41:30,8750,4.1,0.3,184.2,,,,216,222,46,
2023-11-17,12:58,Run,154,175,309,35,394,30:21,6112,3.1,0.1,88.5,,,26.0,212,223,19,
2023-11-20,12:58,Run,142,152,445,55,661,48:38,8756,2.9,0.0,67.9,,,30.8,187,191,52,
2023-11-21,07:09,Run,157,170,1136,121,1244,1:46:33,21598,4.7,0.5,236.8,,,,204,208,58,
2023-11-21,12:52,Run,162,171,461,48,630,41:57,8824,3.6,0.0,143.7,,,30.9,211,216,52,
2023-11-23,12:59,Run,153,170,357,40,510,35:18,7072,3.1,0.0,94.6,,,27.8,202,207,33,
2023-11-24,12:59,Run,152,164,456,52,612,45:17,9198,3.2,0.0,98.1,,,25.1,215,217,48,
2023-11-27,07:21,Run,131,154,189,23,215,20:19,4029,2.4,0.0,46.8,,,30.1,200,201,1,
2023-11-27,12:55,Run,154,176,519,62,763,54:33,9172,3.3,0.0,108.5,,,29.7,176,188,41,
2023-11-28,07:08,Run,156,164,1599,169,1658,2:33:44,30011,5.0,0.2,303.8,,,25.8,203,204,72,
2023-11-29,13:01,Run,128,145,358,48,464,42:05,6975,2.4,0.0,49.2,,,39.6,183,190,45,
2023-11-30,12:58,Run,143,154,440,54,612,47:28,8994,2.9,0.0,73.1,,,29.3,191,193,37,
2023-12-01,07:13,Run,143,167,302,36,360,31:19,6488,2.9,0.0,73.2,,,,208,216,5,
2023-12-04,07:17,Run,149,166,243,28,262,24:20,4911,2.8,0.0,67.7,21,25,28.3,200,203,4,
2023-12-04,12:57,Run,149,159,413,50,585,43:41,8010,3.0,0.0,75.8,27,28,27.1,187,189,42,
2023-12-05,07:18,Run,147,157,1201,136,1262,2:02:27,24006,4.2,0.0,200.8,20,24,34.7,198,200,65,
2023-12-05,12:56,Run,157,169,458,49,560,43:00,9014,3.5,0.1,133.0,26,27,,209,211,48,
2023-12-06,12:57,Run,140,152,247,30,309,26:17,5089,2.5,0.0,53.2,22,24,30.4,196,199,17,
2023-12-07,07:15,Run,133,140,260,32,247,28:10,5071,2.3,0.8,55.4,16,22,43.6,186,187,6,
2023-12-07,12:59,Run,145,157,364,42,470,36:56,7199,2.9,0.0,71.9,26,30,31.5,202,204,38,
2023-12-08,12:56,Run,159,174,438,47,543,41:08,8502,3.5,0.0,124.6,26,29,31.7,211,219,32,
2023-12-11,07:22,Run,130,138,859,114,1073,1:42:43,17259,3.1,0.0,91.7,24,25,41.2,178,179,55,
2023-12-11,13:00,Run,147,160,462,53,734,46:23,9020,3.1,0.0,90.8,28,31,31.9,198,201,49,
2023-12-12,12:58,Run,137,148,318,39,500,37:53,6280,2.5,0.0,54.8,29,30,38.3,183,186,30,
2023-12-13,07:19,Run,146,166,327,38,405,33:57,6885,3.1,0.4,92.0,22,25,27.6,204,214,4,
2023-12-13,12:53,Run,137,156,449,55,539,48:23,8847,2.7,0.0,68.2,24,25,36.2,187,191,51,
2023-12-14,12:59,Run,136,150,401,49,488,43:25,8003,2.7,0.0,62.7,25,27,36.8,188,190,43,
2023-12-15,07:18,Run,125,132,199,27,230,23:19,4062,2.0,0.0,28.5,24,25,34.3,165,166,2,
2023-12-15,12:56,Run,155,177,373,41,559,35:51,7248,3.2,0.0,101.2,27,28,31.3,195,206,3,
2023-12-16,12:57,Run,151,178,299,34,363,30:03,5522,2.9,0.0,74.7,22,24,,207,214,27,
2023-12-18,12:51,Run,144,159,437,52,467,45:57,8418,2.9,0.0,71.8,17,24,29.2,193,195,39,
2023-12-19,07:26,Run,152,164,1763,183,1661,2:44:04,33131,5.0,0.0,328.1,16,20,32.1,213,215,111,
2023-12-20,12:57,Run,153,186,372,41,396,35:59,7041,3.2,0.0,97.0,,,,209,213,43,
2023-12-21,07:29,Run,133,147,198,25,175,21:47,4102,2.1,0.1,37.0,11,21,,198,201,8,
2023-12-21,12:59,Run,154,167,424,44,400,41:09,8362,3.3,0.4,121.7,13,23,,226,229,48,
2023-12-22,07:23,Run,136,159,268,34,211,29:30,5306,2.3,0.0,47.1,9,19,,184,186,16,
2023-12-22,13:01,Run,153,188,526,57,489,50:56,10763,3.5,0.7,145.5,11,19,,224,231,13,
2023-12-25,05:48,Run,139,165,334,39,345,34:28,7165,2.7,0.0,66.8,,,,215,219,35,
2023-12-28,07:26,Run,125,140,165,22,186,19:23,3432,2.0,0.0,26.5,17,21,,184,186,8,
2023-12-28,12:56,Run,139,150,440,54,591,49:05,8506,2.7,0.0,63.4,26,29,36.5,187,189,41,
2023-12-29,06:47,Run,142,167,1895,236,2087,3:39:49,36158,4.5,1.1,242.9,19,22,34.0,191,197,563,
