Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2024-10-16,07:14,Run,141,164,260,31,402,27:19,5014,3.1,0.0,85.4,27,28,34.7,187,193,5,
2024-10-16,12:58,Run,144,167,347,45,601,43:29,6157,3.2,0.0,101.2,32,34,32.8,172,182,24,
2024-10-17,12:56,Run,164,177,500,52,737,46:10,9027,4.4,0.8,229.6,30,34,35.5,203,207,37,
2024-10-18,05:52,Run,146,164,645,77,975,1:08:09,12092,3.8,0.0,157.8,27,29,30.9,181,183,61,
2024-10-18,13:00,Strength,113,149,220,52,412,45:25,0,1.4,0.0,19.1,25,26,23.9,,,,
2024-10-19,12:07,Cardio,107,188,273,64,700,7:47:12,0,2.3,2.5,95.1,31,35,,,,,
2024-10-20,10:38,Cardio,109,175,280,63,643,8:37:33,0,1.7,2.0,48.2,29,30,,,,,
2024-10-21,12:57,Run,141,162,400,48,617,42:42,7360,3.3,0.0,112.9,30,32,32.9,180,183,59,
2024-10-22,07:22,Run,135,149,262,32,316,28:00,5151,3.0,0.0,81.3,26,26,,188,190,13,
2024-10-22,13:01,Run,132,145,386,51,630,44:48,7168,2.9,0.0,72.6,31,33,37.7,170,173,45,
2024-10-23,12:52,Cardio,114,135,221,44,476,38:46,0,1.5,0.0,19.1,29,30,27.3,,,,
2024-10-24,04:34,Run,152,163,1268,144,1503,2:06:48,24100,5.0,0.0,305.8,22,26,32.2,198,202,212,
2024-10-24,13:07,Pool Swim,136,154,206,28,,25:29,1000,2.3,0.1,46.9,28,28,,,,,
2024-10-25,13:06,Track Run,145,158,243,28,393,24:33,4400,3.0,0.0,85.1,32,33,,193,198,0,
2024-10-28,13:02,Run,148,163,346,39,498,38:25,6397,3.3,0.0,119.4,27,28,,194,197,43,
2024-10-29,09:00,Run,151,166,1557,191,2001,2:50:39,28008,5.0,0.0,293.0,27,31,,172,175,177,
2024-11-01,06:08,Run,135,145,263,32,322,28:32,5015,2.8,0.0,69.0,25,26,,189,191,23,
2024-11-01,13:02,Run,140,155,468,58,720,51:13,8477,3.2,0.0,103.5,30,32,,176,180,79,
2024-11-04,07:14,Run,134,148,223,27,258,23:58,4277,2.7,0.2,65.5,24,26,,180,181,17,
2024-11-04,12:57,Run,147,161,355,40,557,35:30,7003,3.3,0.8,128.8,30,31,,196,205,20,
2024-11-05,04:40,Run,141,157,911,114,1055,1:40:12,17249,3.8,0.0,163.3,24,26,,176,178,93,
2024-11-05,13:00,Strength,105,131,183,41,315,36:27,0,0.9,0.0,12.5,24,27,,,,,
2024-11-06,07:22,Run,124,132,206,27,244,24:07,4007,2.3,0.0,41.3,23,25,,169,171,10,
2024-11-06,13:02,Run,150,163,553,62,800,54:15,10104,4.0,0.0,176.6,29,31,,184,187,44,
2024-11-07,07:18,Run,117,131,197,28,229,24:14,4004,2.1,0.0,35.1,21,25,,168,170,9,
2024-11-07,12:56,Run,131,147,412,56,569,49:01,7286,2.7,0.0,68.7,27,30,,165,172,124,
2024-11-08,12:47,Run,150,167,388,44,595,52:56,7460,3.6,0.5,154.6,29,31,,191,198,13,
2024-11-09,16:35,Basketball,72,124,78,45,253,39:29,2349,0.1,0.0,2.2,27,28,,,,,
2024-11-10,15:49,Basketball,71,118,31,18,105,15:59,731,0.0,0.0,1.1,27,27,,,,,
2024-11-11,07:21,Yoga,51,82,41,41,199,45:40,,0.0,0.0,0.1,26,27,18.7,,,,
2024-11-11,12:58,Run,138,151,440,54,602,47:40,8021,3.1,0.0,93.3,27,30,,175,178,64,
2024-11-12,07:15,Run,100,109,175,27,241,23:53,4016,1.7,0.0,23.2,22,24,,168,170,10,
2024-11-12,12:58,Run,139,156,433,53,653,46:32,8005,3.2,0.0,103.9,30,31,,176,177,45,
2024-11-13,07:19,Run,142,170,1613,190,1823,3:00:04,30004,5.0,0.4,315.7,23,26,,183,186,235,
2024-11-13,13:04,Strength,102,137,173,43,312,37:40,0,0.8,0.0,11.5,24,25,,,,,
2024-11-14,13:16,Run,132,144,236,29,335,25:41,4365,2.6,0.0,61.2,25,26,,217,220,8,
2024-11-15,13:04,Run,152,179,427,47,490,41:16,8025,3.9,0.8,185.0,24,25,33.0,198,205,2,
2024-11-16,21:57,Breathwork,60,78,,,36,05:34,,0.0,0.0,0.1,30,30,4.0,,,,
2024-11-18,07:17,Run,103,121,141,21,206,18:42,3213,1.6,0.0,21.7,23,24,,184,186,7,
2024-11-18,12:59,Run,145,164,462,51,622,45:06,9022,3.7,0.0,159.0,26,29,,212,216,37,
2024-11-19,12:57,Run,144,164,418,47,458,41:41,8070,3.5,0.0,133.6,19,24,28.0,208,212,38,
2024-11-20,13:05,Run,137,156,442,53,505,47:00,8598,3.3,0.0,112.7,19,23,30.3,202,209,110,
2024-11-21,07:26,Run,139,156,173,20,188,17:47,3257,2.6,0.0,60.2,17,22,33.5,200,208,26,
2024-11-21,12:59,Run,138,164,366,44,381,39:01,6516,3.0,0.0,80.3,20,24,32.6,183,187,40,
2024-11-22,07:22,Run,152,171,1837,207,1853,3:11:45,33478,5.0,1.4,389.9,19,23,33.4,193,197,271,
2024-11-25,12:56,Run,136,152,478,57,560,49:58,9097,3.3,0.0,119.6,22,25,34.3,195,198,52,
2024-11-26,07:11,Run,128,145,216,26,275,22:58,4055,2.7,0.0,64.5,19,24,38.3,225,229,5,
2024-11-26,13:09,Run,154,175,372,39,436,34:24,7008,3.7,2.1,195.7,24,26,33.8,211,218,34,
2024-11-27,07:17,Run,128,180,184,23,169,20:03,3282,2.4,0.2,50.7,16,22,38.4,178,180,7,
2024-11-27,13:04,Run,139,154,431,50,455,44:26,7314,3.2,0.0,108.6,21,25,35.8,182,189,130,
2024-11-28,07:18,Run,156,182,1151,122,1127,1:47:07,21529,5.0,0.4,367.2,18,22,31.7,201,205,68,
2024-11-28,12:58,Strength,114,137,220,44,385,41:16,0,1.3,0.5,26.4,22,23,23.4,,,,
2024-11-29,07:24,Cardio,102,137,180,42,311,37:02,0,1.1,0.0,15.7,22,24,25.4,,,,
2024-11-29,13:03,Run,146,175,379,44,433,38:51,6816,3.2,2.1,150.5,25,27,32.7,186,197,18,
2024-12-02,05:19,Run,138,148,380,44,421,38:30,7590,3.2,0.0,105.3,19,27,,204,207,38,
2024-12-03,07:17,Run,139,159,203,23,215,20:28,4056,2.8,0.0,69.9,17,21,,201,208,4,
2024-12-04,08:04,Run,142,155,646,77,734,1:07:27,11848,3.5,0.0,130.9,23,24,32.7,182,184,58,
2024-12-04,21:09,Run,118,133,107,15,146,29:41,2149,1.1,0.0,15.1,23,26,,181,185,11,
2024-12-05,08:12,Run,152,164,461,50,509,43:55,8440,3.8,0.0,164.8,22,26,29.7,193,199,47,
2024-12-06,23:54,Yoga,58,77,18,17,76,15:57,,0.0,0.0,0.2,23,23,17.2,,,,
2024-12-08,05:15,Run,166,178,2323,230,2178,3:22:51,41679,5.0,2.2,807.0,18,26,39.5,203,207,384,
2024-12-09,13:19,Walk,80,103,117,40,236,35:42,2820,0.3,0.0,4.4,,,,,,12,
2024-12-10,07:54,Run,141,152,184,22,185,19:03,3242,2.4,0.0,53.8,20,22,33.9,183,187,18,
2024-12-10,13:23,Walk,88,113,142,37,234,32:12,2755,0.7,0.0,10.2,23,25,,,,13,
2024-12-13,08:18,Run,148,163,553,63,569,55:38,10012,3.5,0.0,139.4,17,20,29.2,195,199,74,
2024-12-16,05:51,Run,154,170,446,47,393,41:04,8458,3.9,0.0,182.8,14,18,34.6,210,215,36,
2024-12-16,11:18,Walk,76,92,144,53,297,49:42,2897,0.2,0.0,3.6,22,24,,,,21,
2024-12-17,10:52,Run,148,164,1089,132,1261,1:56:34,20019,4.2,0.0,205.6,22,26,30.0,185,189,159,
2024-12-18,07:58,Run,140,152,454,56,457,48:59,8251,3.1,0.0,96.4,18,22,36.4,178,180,43,
2024-12-20,16:29,Run,151,178,554,63,525,59:02,9773,3.7,2.9,229.5,17,21,34.4,180,189,25,
2024-12-21,07:45,Strength,85,138,32,10,55,09:00,0,0.2,0.0,4.2,18,18,,,,,
2024-12-23,23:58,Run,137,154,534,64,585,56:10,10459,3.4,1.4,141.0,17,20,35.8,200,207,75,
2024-12-24,17:05,Run,150,160,378,41,391,36:33,7022,3.4,0.0,126.6,18,20,33.8,204,206,31,
2024-12-28,04:49,Run,143,161,1257,151,1277,2:13:34,24010,4.5,0.0,227.1,16,20,32.8,196,202,321,
2024-12-30,06:24,Run,156,174,551,60,467,53:08,10171,4.3,1.7,227.4,14,20,35.9,193,200,32,
2024-12-31,06:06,Run,130,151,431,54,452,47:13,8311,3.2,0.0,101.3,18,21,37.6,183,186,40,
