Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2022-11-22,12:47,Run,147,158,430,48,563,45:04,8369,3.3,0.0,111.6,25,26,27.2,221,225,42,
2022-11-23,06:34,Pool Swim,145,158,229,27,,25:33,1000,2.5,0.0,58.1,,,,,,,
2022-11-24,12:57,Run,150,168,414,73,540,42:26,8114,3.3,1.0,131.1,22,24,28.5,225,228,44,
2022-11-25,07:20,Track Run,121,158,160,26,155,22:57,2360,1.8,0.0,24.1,23,26,28.1,113,167,0,
2022-11-25,13:00,Run,146,160,441,51,561,44:44,8465,3.1,0.5,107.2,25,25,27.1,209,213,41,
2022-11-26,11:23,Track Run,152,171,460,51,582,44:56,9000,3.4,1.3,138.6,22,25,28.8,216,219,58,
2022-11-28,06:35,Pool Swim,151,159,242,27,,24:57,1000,2.8,0.0,71.5,28,29,,,,,
2022-11-28,12:56,Run,155,169,425,73,671,46:01,8079,3.4,0.1,127.2,29,31,27.4,224,227,43,
2022-11-29,07:13,Track Run,130,151,164,24,159,21:09,2340,2.0,0.0,27.6,26,27,29.4,122,172,0,
2022-11-29,12:47,Run,148,166,541,63,903,55:18,10012,3.4,0.1,123.2,29,32,26.9,204,206,47,
2022-11-30,06:33,Pool Swim,149,160,230,27,,25:12,1000,2.7,0.0,67.8,,,,,,,
2022-12-01,07:20,Track Run,152,187,194,48,206,18:41,4000,2.8,0.0,71.0,15,21,27.0,233,235,0,
2022-12-01,12:45,Run,150,160,355,39,408,34:04,7041,3.2,0.0,107.3,17,21,27.4,229,231,40,
2022-12-02,07:16,Track Run,112,149,150,26,133,22:59,2520,1.5,0.6,28.8,13,19,25.5,126,213,15,
2022-12-02,12:45,Run,157,177,579,61,693,56:17,12031,4.2,0.0,204.9,19,24,33.9,246,249,61,
2022-12-03,11:12,Run,138,161,288,36,364,31:22,5274,2.5,0.0,56.6,,,,194,201,29,
2022-12-05,11:26,Track Run,148,159,89,10,131,08:29,1710,2.1,0.1,36.4,,,28.1,260,266,3,
2022-12-06,07:15,Track Run,145,155,199,22,232,18:56,4000,2.7,0.0,68.4,,,32.6,262,265,19,
2022-12-06,12:52,Track Run,162,177,475,49,588,43:01,8960,3.8,0.6,177.6,,,33.4,258,269,0,
2022-12-07,06:34,Pool Swim,146,154,235,28,,25:23,1000,2.5,0.0,58.0,27,28,,,,,
2022-12-07,17:04,Run,158,168,743,104,882,1:06:58,14289,4.4,0.1,233.4,,,31.8,247,250,89,
2022-12-08,12:47,Run,134,152,390,50,533,59:37,7234,2.7,0.0,67.7,,,36.4,200,203,37,
2022-12-09,07:16,Track Run,123,141,188,24,250,21:21,4000,2.3,0.0,44.5,,,40.6,223,224,0,
2022-12-09,13:04,Run,154,161,426,45,607,39:24,8096,3.5,0.0,135.4,24,27,25.8,257,260,45,
2022-12-12,06:35,Pool Swim,147,160,231,27,,24:44,1000,2.6,0.0,60.1,27,28,,,,,
2022-12-12,12:55,Run,150,178,433,73,552,41:00,8546,3.6,1.3,164.1,20,22,31.2,252,262,57,
2022-12-13,07:24,Track Run,88,113,125,12,121,10:31,2400,2.5,0.0,56.3,14,17,,252,257,19,
2022-12-13,13:09,Track Run,161,170,296,30,283,26:42,5990,3.2,0.0,109.0,16,21,33.1,221,226,19,
2022-12-14,06:36,Pool Swim,147,156,233,27,,24:49,1000,2.6,0.0,60.1,27,28,,,,,
2022-12-14,13:21,Run,145,156,832,122,799,1:23:08,16039,3.7,0.0,157.1,12,20,31.2,213,216,70,
2022-12-15,13:05,Track Run,156,168,292,30,279,26:21,6000,3.2,0.0,112.0,14,21,31.2,229,236,19,
2022-12-16,07:28,Track Run,139,148,266,31,249,27:18,5200,2.6,0.0,63.0,16,20,36.8,192,193,0,
2022-12-16,13:06,Run,153,163,405,43,416,37:40,8021,3.3,0.0,124.0,17,22,26.9,210,212,33,
2022-12-19,06:38,Pool Swim,150,158,242,27,,25:00,1000,2.7,0.0,68.1,,,,,,,
2022-12-19,12:58,Run,149,178,472,80,484,46:03,9038,3.3,0.0,113.9,19,22,26.9,199,202,52,
2022-12-20,15:43,Run,153,166,445,48,472,42:10,8538,3.4,0.0,123.3,20,23,32.5,208,211,45,
2022-12-21,06:37,Pool Swim,151,157,234,26,,23:51,1000,2.7,0.0,67.6,27,28,,,,,
2022-12-21,13:15,Run,157,171,499,77,601,44:52,10312,4.0,0.0,186.0,22,24,31.6,224,228,55,
2022-12-22,07:26,Track Run,137,154,100,11,97,10:05,2020,2.0,0.0,31.5,14,17,30.9,208,219,19,
2022-12-22,12:57,Track Run,157,165,219,23,270,20:09,4010,2.9,0.0,78.3,25,25,31.8,224,229,19,
2022-12-23,13:04,Run,152,170,389,,,36:43,8396,3.3,0.4,,22,26,,,,139,
2022-12-24,11:12,Run,154,164,688,74,695,1:05:23,13102,3.7,0.1,162.2,20,22,28.1,200,204,103,
2022-12-27,16:57,Run,156,169,431,44,448,38:41,8470,3.7,0.0,151.4,18,21,33.1,221,224,43,
2022-12-28,07:18,Track Run,135,143,202,23,191,20:27,4000,2.4,0.0,51.0,13,18,39.9,204,206,19,
2022-12-28,13:05,Track Run,156,166,300,32,357,28:15,5980,3.1,0.0,92.1,24,25,21.0,211,212,19,
2022-12-29,06:35,Pool Swim,144,153,225,27,,27:28,1000,2.4,0.0,51.7,27,28,,,,,
2022-12-29,13:09,Run,154,164,949,130,1020,1:29:53,18013,4.1,0.0,195.2,22,25,30.7,200,206,164,
2022-12-30,07:16,Track Run,127,151,201,27,155,23:54,3070,2.3,0.0,42.8,12,20,,142,188,19,
2022-12-30,12:54,Track Run,123,137,351,52,416,45:38,6690,2.1,0.0,37.9,21,22,40.2,166,167,0,
